<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,,,,,,,,,,,,
10-Oct-18,112140,112210,112140,112160,,,,,,,,,,,,
10-Oct-18,112160,112170,112150,112170,,,,,,,,,,,,
10-Oct-18,112160,112170,112140,112140,,,,,,,,,,,,
10-Oct-18,112140,112150,112130,112140,,,,,,,,,,,,
10-Oct-18,112140,112150,112100,112150,,,,,,,,,,,,
10-Oct-18,112160,112270,112160,112270,,,,,,,,,,,,
10-Oct-18,112260,112270,112220,112230,,,,,,,,,,,,
10-Oct-18,112230,112270,112230,112240,,,,,,,,,,,,
10-Oct-18,112240,112360,112240,112340,,,,,,,,,,,,
10-Oct-18,112330,112430,112320,112400,,,,,,,,,,,,
10-Oct-18,112400,112420,112360,112380,,,,,,,,,,,,
10-Oct-18,112370,112370,112290,112320,,,,,,,,,,,,
10-Oct-18,112300,112320,112280,112300,,,,,,,,,,,,
10-Oct-18,112280,112300,112250,112250,,,,,,,,,,,,
10-Oct-18,112240,112250,112210,112220,,,,,,,,,,,,
10-Oct-18,112220,112240,112170,112170,,,,,,,,,,,,
10-Oct-18,112160,112210,112120,112170,,,,,,,,,,,,
10-Oct-18,112180,112200,112070,112070,,,,,,,,,,,,
10-Oct-18,111190,112360,111190,112330,,,,,,,,,,,,
10-Oct-18,112320,112520,112290,112300,,,,,,,,,,,,
12-Nov-18,112300,112450,112290,112310,,,,,,,,,,,,
12-Nov-18,112300,112390,112290,112390,,,,,,,,,,,,
12-Nov-18,112400,112450,112380,112420,,,,,,,,,,,,
12-Nov-18,112430,112460,112370,112450,,,,,,,,,,,,
12-Nov-18,112450,112600,112410,112590,,,,,,,,,,,,
12-Nov-18,112590,112620,112520,112530,,,,,,,,,,,,
12-Nov-18,112540,112590,112490,112500,,,,,,,,,,,,
12-Nov-18,112500,112530,112390,112470,,,,,,,,,,,,
12-Nov-18,112480,112500,112410,112490,,,,,,,,,,,,
12-Nov-18,112490,112520,112440,112470,,,,,,,,,,,,
12-Nov-18,112470,112540,112460,112540,,,,,,,,,,,,
12-Nov-18,112530,112610,112530,112600,,,,,,,,,,,,
12-Nov-18,112610,112680,112570,112580,,,,,,,,,,,,
12-Nov-18,112580,112640,112520,112610,,,,,,,,,,,,
12-Nov-18,112620,112680,112580,112650,,,,,,,,,,,,
12-Nov-18,112650,112730,112620,112670,,,,,,,,,,,,
12-Nov-18,112680,112680,112610,112620,,,,,,,,,,,,
12-Nov-18,112630,112670,112610,112670,,,,,,,,,,,,
12-Nov-18,112670,112700,112660,112670,,,,,,,,,,,,
12-Nov-18,112680,112730,112650,112660,,,,,,,,,,,,
12-Nov-18,112650,112680,112600,112610,,,,,,,,,,,,
12-Nov-18,112610,112630,112540,112570,,,,,,,,,,,,
12-Nov-18,112560,112580,112540,112560,,,,,,,,,,,,
12-Nov-18,112570,112590,112490,112490,,,,,,,,,,,,
12-Nov-18,112490,112540,112420,112420,,,,,,,,,,,,
12-Nov-18,112440,112470,112410,112460,,,,,,,,,,,,
12-Nov-18,112460,112540,112450,112510,,,,,,,,,,,,
12-Nov-18,112500,112530,112490,112500,,,,,,,,,,,,
12-Nov-18,112500,112560,112470,112470,,,,,,,,,,,,
12-Nov-18,112470,112480,112440,112450,,,,,,,,,,,,
12-Nov-18,112460,112490,112450,112480,,,,,,,,,,,,
12-Nov-18,112470,112530,112470,112500,,,,,,,,,,,,
12-Nov-18,112500,112550,112490,112540,,,,,,,,,,,,
12-Nov-18,112540,112630,112510,112610,,,,,,,,,,,,
12-Nov-18,112610,112660,112600,112620,,,,,,,,,,,,
12-Nov-18,112620,112620,112570,112590,,,,,,,,,,,,
12-Nov-18,112590,112610,112550,112550,,,,,,,,,,,,
12-Nov-18,112550,112570,112510,112510,,,,,,,,,,,,
12-Nov-18,112520,112520,112460,112490,,,,,,,,,,,,
12-Nov-18,112490,112580,112490,112550,,,,,,,,,,,,
12-Nov-18,112550,112570,112520,112520,,,,,,,,,,,,
12-Nov-18,112530,112530,112490,112490,,,,,,,,,,,,
12-Nov-18,112500,112560,112490,112560,,,,,,,,,,,,
12-Nov-18,112550,112610,112500,112530,,,,,,,,,,,,
12-Nov-18,112530,112530,112450,112450,,,,,,,,,,,,
12-Nov-18,112460,112490,112450,112460,,,,,,,,,,,,
12-Nov-18,112470,112500,112470,112500,,,,,,,,,,,,
12-Nov-18,112500,112520,112470,112480,,,,,,,,,,,,
12-Nov-18,112500,112500,112450,112460,,,,,,,,,,,,
12-Nov-18,112460,112490,112460,112460,,,,,,,,,,,,
12-Nov-18,112450,112480,112430,112460,,,,,,,,,,,,
12-Nov-18,112450,112450,112420,112440,,,,,,,,,,,,
12-Nov-18,112440,112470,112420,112430,,,,,,,,,,,,
12-Nov-18,112440,112460,112370,112440,,,,,,,,,,,,
12-Nov-18,112430,112500,112400,112480,,,,,,,,,,,,
12-Nov-18,112490,112530,112450,112500,,,,,,,,,,,,
12-Nov-18,112510,112530,112470,112480,,,,,,,,,,,,
12-Nov-18,112480,112490,112440,112470,,,,,,,,,,,,
12-Nov-18,112460,112480,112390,112410,,,,,,,,,,,,
12-Nov-18,112400,112450,112380,112430,,,,,,,,,,,,
12-Nov-18,112440,112550,112430,112550,,,,,,,,,,,,
12-Nov-18,112550,112640,112500,112630,,,,,,,,,,,,
12-Nov-18,112620,112650,112560,112620,,,,,,,,,,,,
12-Nov-18,112600,112650,112560,112600,,,,,,,,,,,,
12-Nov-18,112600,112680,112570,112580,,,,,,,,,,,,
12-Nov-18,112580,112620,112530,112590,,,,,,,,,,,,
12-Nov-18,112590,112630,112550,112560,,,,,,,,,,,,
12-Nov-18,112570,112620,112550,112570,,,,,,,,,,,,
12-Nov-18,112560,112600,112560,112580,,,,,,,,,,,,
12-Nov-18,112590,112660,112580,112660,,,,,,,,,,,,
12-Nov-18,112650,112670,112630,112630,,,,,,,,,,,,
12-Nov-18,112630,112700,112630,112700,,,,,,,,,,,,
12-Nov-18,112700,112710,112620,112620,,,,,,,,,,,,
12-Nov-18,112620,112680,112620,112670,,,,,,,,,,,,
12-Nov-18,112670,112680,112590,112620,,,,,,,,,,,,
12-Nov-18,112600,112640,112590,112610,,,,,,,,,,,,
12-Nov-18,112620,112620,112470,112480,,,,,,,,,,,,
12-Nov-18,112470,112500,112430,112450,,,,,,,,,,,,
12-Nov-18,112460,112510,112450,112470,,,,,,,,,,,,
12-Nov-18,112460,112540,112450,112530,,,,,,,,,,,,
12-Nov-18,112520,112520,112450,112450,,,,,,,,,,,,
12-Nov-18,112440,112450,112350,112420,,,,,,,,,,,,
12-Nov-18,112410,112540,112410,112500,,,,,,,,,,,,
12-Nov-18,112510,112510,112420,112440,,,,,,,,,,,,
12-Nov-18,112450,112520,112450,112470,,,,,,,,,,,,
12-Nov-18,112470,112470,112330,112400,,,,,,,,,,,,
12-Nov-18,112390,112400,112260,112280,,,,,,,,,,,,
12-Nov-18,112280,112330,112280,112300,,,,,,,,,,,,
12-Nov-18,112290,112290,112220,112290,,,,,,,,,,,,
12-Nov-18,112280,112330,112240,112270,,,,,,,,,,,,
12-Nov-18,112260,112360,112240,112330,,,,,,,,,,,,
12-Nov-18,112340,112350,112260,112280,,,,,,,,,,,,
12-Nov-18,112280,112350,112270,112340,,,,,,,,,,,,
12-Nov-18,112340,112400,112330,112330,,,,,,,,,,,,
12-Nov-18,112330,112370,112290,112350,,,,,,,,,,,,
12-Nov-18,112330,112340,112270,112320,,,,,,,,,,,,
12-Nov-18,112310,112340,112310,112330,,,,,,,,,,,,
12-Nov-18,112330,112370,112310,112360,,,,,,,,,,,,
12-Nov-18,112370,112370,112300,112340,,,,,,,,,,,,
12-Nov-18,112320,112390,112310,112390,,,,,,,,,,,,
12-Nov-18,112380,112490,112370,112420,,,,,,,,,,,,
12-Nov-18,112420,112460,112400,112420,,,,,,,,,,,,
12-Nov-18,112410,112430,112370,112390,,,,,,,,,,,,
12-Nov-18,112390,112420,112380,112420,,,,,,,,,,,,
12-Nov-18,112420,112490,112420,112470,,,,,,,,,,,,
12-Nov-18,112480,112580,112460,112510,,,,,,,,,,,,
12-Nov-18,112510,112520,112470,112470,,,,,,,,,,,,
12-Nov-18,112480,112530,112480,112490,,,,,,,,,,,,
12-Nov-18,112500,112510,112430,112430,,,,,,,,,,,,
12-Nov-18,112430,112450,112330,112350,,,,,,,,,,,,
12-Nov-18,112350,112480,112350,112450,,,,,,,,,,,,
12-Nov-18,112450,112460,112390,112390,,,,,,,,,,,,
12-Nov-18,112390,112540,112380,112520,,,,,,,,,,,,
12-Nov-18,112520,112550,112480,112510,,,,,,,,,,,,
12-Nov-18,112510,112560,112470,112470,,,,,,,,,,,,
12-Nov-18,112460,112510,112390,112410,,,,,,,,,,,,
12-Nov-18,112410,112460,112400,112410,,,,,,,,,,,,
12-Nov-18,112430,112450,112390,112430,,,,,,,,,,,,
12-Nov-18,112420,112550,112420,112510,,,,,,,,,,,,
12-Nov-18,112520,112560,112520,112540,,,,,,,,,,,,
12-Nov-18,112530,112560,112500,112500,,,,,,,,,,,,
12-Nov-18,112500,112510,112450,112480,,,,,,,,,,,,
12-Nov-18,112480,112510,112470,112480,,,,,,,,,,,,
12-Nov-18,112470,112500,112420,112420,,,,,,,,,,,,
12-Nov-18,112420,112480,112420,112460,,,,,,,,,,,,
12-Nov-18,112460,112490,112370,112390,,,,,,,,,,,,
12-Nov-18,112390,112450,112370,112440,,,,,,,,,,,,
12-Nov-18,112430,112450,112400,112400,,,,,,,,,,,,
12-Nov-18,112390,112440,112350,112400,,,,,,,,,,,,
12-Nov-18,112390,112390,112340,112350,,,,,,,,,,,,
12-Nov-18,112340,112350,112270,112320,,,,,,,,,,,,
12-Nov-18,112340,112370,112250,112280,,,,,,,,,,,,
12-Nov-18,112270,112330,112270,112310,,,,,,,,,,,,
12-Nov-18,112310,112340,112270,112290,,,,,,,,,,,,
12-Nov-18,112300,112320,112250,112290,,,,,,,,,,,,
12-Nov-18,112280,112330,112260,112330,,,,,,,,,,,,
12-Nov-18,112320,112350,112290,112290,,,,,,,,,,,,
12-Nov-18,112290,112350,112280,112340,,,,,,,,,,,,
12-Nov-18,112330,112360,112310,112360,,,,,,,,,,,,
12-Nov-18,112360,112360,112300,112330,,,,,,,,,,,,
12-Nov-18,112330,112400,112320,112370,,,,,,,,,,,,
12-Nov-18,112380,112400,112350,112370,,,,,,,,,,,,
12-Nov-18,112360,112380,112350,112380,,,,,,,,,,,,
12-Nov-18,112380,112400,112370,112370,,,,,,,,,,,,
12-Nov-18,112370,112370,112310,112330,,,,,,,,,,,,
12-Nov-18,112340,112350,112280,112290,,,,,,,,,,,,
12-Nov-18,112280,112280,112210,112270,,,,,,,,,,,,
12-Nov-18,112270,112290,112150,112180,,,,,,,,,,,,
12-Nov-18,112190,112200,112100,112120,,,,,,,,,,,,
12-Nov-18,112130,112200,112120,112200,,,,,,,,,,,,
12-Nov-18,112200,112220,112130,112150,,,,,,,,,,,,
12-Nov-18,112150,112220,112150,112160,,,,,,,,,,,,
12-Nov-18,112180,112220,112160,112180,,,,,,,,,,,,
12-Nov-18,112170,112200,112150,112180,,,,,,,,,,,,
12-Nov-18,112190,112230,112170,112170,,,,,,,,,,,,
12-Nov-18,112180,112200,112170,112200,,,,,,,,,,,,
12-Nov-18,112190,112250,112190,112240,,,,,,,,,,,,
12-Nov-18,112250,112250,112170,112190,,,,,,,,,,,,
12-Nov-18,112200,112230,112180,112200,,,,,,,,,,,,
12-Nov-18,112210,112300,112210,112300,,,,,,,,,,,,
12-Nov-18,112300,112320,112260,112260,,,,,,,,,,,,
12-Nov-18,112260,112300,112260,112280,,,,,,,,,,,,
12-Nov-18,112280,112300,112260,112260,,,,,,,,,,,,
12-Nov-18,112270,112330,112270,112300,,,,,,,,,,,,
12-Nov-18,112310,112470,112310,112470,,,,,,,,,,,,
12-Nov-18,112470,112490,112430,112450,,,,,,,,,,,,
12-Nov-18,112450,112540,112450,112540,,,,,,,,,,,,
12-Nov-18,112540,112560,112450,112470,,,,,,,,,,,,
12-Nov-18,112470,112480,112430,112460,,,,,,,,,,,,
12-Nov-18,112450,112500,112450,112480,,,,,,,,,,,,
12-Nov-18,112460,112490,112440,112470,,,,,,,,,,,,
12-Nov-18,112470,112480,112420,112460,,,,,,,,,,,,
12-Nov-18,112470,112480,112390,112420,,,,,,,,,,,,
12-Nov-18,112430,112470,112400,112470,,,,,,,,,,,,
12-Nov-18,112460,112520,112440,112520,,,,,,,,,,,,
12-Nov-18,112510,112540,112490,112490,,,,,,,,,,,,
12-Nov-18,112490,112500,112430,112430,,,,,,,,,,,,
12-Nov-18,112430,112450,112400,112400,,,,,,,,,,,,
12-Nov-18,112410,112460,112410,112420,,,,,,,,,,,,
12-Nov-18,112430,112460,112370,112390,,,,,,,,,,,,
12-Nov-18,112380,112450,112380,112410,,,,,,,,,,,,
12-Nov-18,112420,112500,112410,112500,,,,,,,,,,,,
12-Nov-18,112500,112530,112460,112490,,,,,,,,,,,,
12-Nov-18,112480,112580,112480,112500,,,,,,,,,,,,
12-Nov-18,112510,112520,112460,112480,,,,,,,,,,,,
12-Nov-18,112490,112500,112430,112440,,,,,,,,,,,,
12-Nov-18,112440,112450,112380,112390,,,,,,,,,,,,
12-Nov-18,112390,112420,112370,112410,,,,,,,,,,,,
12-Nov-18,112410,112410,112320,112350,,,,,,,,,,,,
12-Nov-18,112350,112380,112300,112300,,,,,,,,,,,,
12-Nov-18,112320,112340,112280,112300,,,,,,,,,,,,
12-Nov-18,112310,112340,112290,112300,,,,,,,,,,,,
12-Nov-18,112290,112320,112280,112300,,,,,,,,,,,,
12-Nov-18,112300,112360,112300,112360,,,,,,,,,,,,
12-Nov-18,112350,112390,112350,112380,,,,,,,,,,,,
12-Nov-18,112380,112390,112360,112370,,,,,,,,,,,,
12-Nov-18,112370,112380,112330,112370,,,,,,,,,,,,
12-Nov-18,112350,112350,112280,112350,,,,,,,,,,,,
12-Nov-18,112340,112390,112340,112350,,,,,,,,,,,,
12-Nov-18,112360,112460,112350,112410,,,,,,,,,,,,
12-Nov-18,112420,112420,112360,112370,,,,,,,,,,,,
12-Nov-18,112390,112400,112350,112360,,,,,,,,,,,,
12-Nov-18,112370,112390,112360,112390,,,,,,,,,,,,
12-Nov-18,112390,112420,112370,112380,,,,,,,,,,,,
12-Nov-18,112390,112410,112380,112410,,,,,,,,,,,,
12-Nov-18,112390,112420,112330,112340,,,,,,,,,,,,
12-Nov-18,112340,112360,112320,112350,,,,,,,,,,,,
12-Nov-18,112340,112380,112340,112350,,,,,,,,,,,,
12-Nov-18,112360,112400,112350,112400,,,,,,,,,,,,
12-Nov-18,112390,112410,112390,112390,,,,,,,,,,,,
12-Nov-18,112380,112390,112330,112330,,,,,,,,,,,,
12-Nov-18,112320,112370,112320,112340,,,,,,,,,,,,
12-Nov-18,112350,112360,112300,112310,,,,,,,,,,,,
12-Nov-18,112310,112350,112310,112350,,,,,,,,,,,,
12-Nov-18,112350,112370,112340,112340,,,,,,,,,,,,
12-Nov-18,112340,112380,112340,112380,,,,,,,,,,,,
12-Nov-18,112380,112390,112380,112390,,,,,,,,,,,,
12-Nov-18,112390,112390,112340,112360,,,,,,,,,,,,
12-Nov-18,112350,112370,112330,112330,,,,,,,,,,,,
12-Nov-18,112340,112340,112300,112300,,,,,,,,,,,,
12-Nov-18,112320,112350,112310,112350,,,,,,,,,,,,
12-Nov-18,112350,112380,112350,112380,,,,,,,,,,,,
12-Nov-18,112380,112410,112370,112380,,,,,,,,,,,,
12-Nov-18,112400,112410,112370,112370,,,,,,,,,,,,
12-Nov-18,112370,112420,112370,112410,,,,,,,,,,,,
12-Nov-18,112410,112430,112390,112390,,,,,,,,,,,,
12-Nov-18,112380,112400,112340,112350,,,,,,,,,,,,
12-Nov-18,112350,112360,112320,112350,,,,,,,,,,,,
12-Nov-18,112340,112350,112300,112350,,,,,,,,,,,,
12-Nov-18,112330,112340,112310,112320,,,,,,,,,,,,
12-Nov-18,112320,112340,112240,112260,,,,,,,,,,,,
12-Nov-18,112260,112340,112250,112320,,,,,,,,,,,,
12-Nov-18,112330,112340,112290,112290,,,,,,,,,,,,
12-Nov-18,112280,112350,112280,112280,,,,,,,,,,,,
12-Nov-18,112280,112300,112250,112260,,,,,,,,,,,,
12-Nov-18,112280,112290,112260,112290,,,,,,,,,,,,
12-Nov-18,112280,112290,112240,112250,,,,,,,,,,,,
12-Nov-18,112250,112250,112210,112210,,,,,,,,,,,,
12-Nov-18,112210,112220,112150,112180,,,,,,,,,,,,
12-Nov-18,112170,112220,112120,112140,,,,,,,,,,,,
12-Nov-18,112150,112150,112050,112110,,,,,,,,,,,,
12-Nov-18,112110,112120,112050,112080,,,,,,,,,,,,
12-Nov-18,112080,112100,111990,112000,,,,,,,,,,,,
12-Nov-18,112010,112030,111950,111970,,,,,,,,,,,,
12-Nov-18,111960,111990,111940,111940,,,,,,,,,,,,
12-Nov-18,111930,111980,111880,111970,,,,,,,,,,,,
12-Nov-18,111970,111970,111910,111910,,,,,,,,,,,,
12-Nov-18,111910,111910,111860,111880,,,,,,,,,,,,
12-Nov-18,111890,111930,111830,111900,,,,,,,,,,,,
12-Nov-18,111920,111920,111870,111910,,,,,,,,,,,,
12-Nov-18,111900,111910,111870,111900,,,,,,,,,,,,
12-Nov-18,111890,111960,111880,111960,,,,,,,,,,,,
12-Nov-18,111960,111970,111900,111950,,,,,,,,,,,,
12-Nov-18,111940,111980,111910,111950,,,,,,,,,,,,
12-Nov-18,111960,111970,111930,111940,,,,,,,,,,,,
12-Nov-18,111940,111940,111890,111900,,,,,,,,,,,,
12-Nov-18,111900,112010,111890,112010,,,,,,,,,,,,
12-Nov-18,112000,112010,111950,111970,,,,,,,,,,,,
12-Nov-18,111970,112000,111960,111970,,,,,,,,,,,,
12-Nov-18,111980,112010,111980,112010,,,,,,,,,,,,
12-Nov-18,112010,112050,112000,112040,,,,,,,,,,,,
12-Nov-18,112020,112040,111990,112040,,,,,,,,,,,,
12-Nov-18,112030,112070,112010,112010,,,,,,,,,,,,
12-Nov-18,112010,112090,112000,112070,,,,,,,,,,,,
12-Nov-18,112080,112120,112070,112100,,,,,,,,,,,,
12-Nov-18,112090,112110,112050,112050,,,,,,,,,,,,
12-Nov-18,112050,112130,112050,112110,,,,,,,,,,,,
12-Nov-18,112130,112150,112110,112140,,,,,,,,,,,,
12-Nov-18,112140,112160,112090,112110,,,,,,,,,,,,
12-Nov-18,112100,112110,112060,112070,,,,,,,,,,,,
12-Nov-18,112090,112120,112070,112110,,,,,,,,,,,,
12-Nov-18,112110,112130,112100,112110,,,,,,,,,,,,
12-Nov-18,112100,112130,112100,112110,,,,,,,,,,,,
12-Nov-18,112110,112130,112070,112100,,,,,,,,,,,,
12-Nov-18,112100,112110,112090,112090,,,,,,,,,,,,
12-Nov-18,112080,112080,112050,112070,,,,,,,,,,,,
12-Nov-18,112050,112060,112020,112030,,,,,,,,,,,,
12-Nov-18,112030,112060,112020,112030,,,,,,,,,,,,
12-Nov-18,112030,112120,112030,112090,,,,,,,,,,,,
12-Nov-18,112080,112090,112060,112060,,,,,,,,,,,,
12-Nov-18,112070,112070,112010,112050,,,,,,,,,,,,
12-Nov-18,112050,112050,111940,111990,,,,,,,,,,,,
12-Nov-18,111980,112020,111950,112010,,,,,,,,,,,,
12-Nov-18,112000,112040,111990,112030,,,,,,,,,,,,
12-Nov-18,112040,112060,112010,112010,,,,,,,,,,,,
12-Nov-18,112020,112040,112000,112020,,,,,,,,,,,,
12-Nov-18,112030,112040,112020,112030,,,,,,,,,,,,
12-Nov-18,112040,112040,111980,112010,,,,,,,,,,,,
12-Nov-18,112000,112030,112000,112020,,,,,,,,,,,,
12-Nov-18,112030,112040,112020,112020,,,,,,,,,,,,
12-Nov-18,112020,112020,111940,112000,,,,,,,,,,,,
12-Nov-18,112000,112000,111970,112000,,,,,,,,,,,,
12-Nov-18,112000,112010,111980,112000,,,,,,,,,,,,
12-Nov-18,112010,112080,112010,112070,,,,,,,,,,,,
12-Nov-18,112080,112080,112020,112060,,,,,,,,,,,,
12-Nov-18,112060,112080,111980,112020,,,,,,,,,,,,
12-Nov-18,112010,112030,111990,112000,,,,,,,,,,,,
12-Nov-18,112010,112100,112000,112070,,,,,,,,,,,,
12-Nov-18,112060,112100,112050,112060,,,,,,,,,,,,
12-Nov-18,112060,112070,111870,111890,,,,,,,,,,,,
12-Nov-18,111900,111970,111880,111940,,,,,,,,,,,,
12-Nov-18,111950,111970,111930,111940,,,,,,,,,,,,
12-Nov-18,111940,112000,111940,111980,,,,,,,,,,,,
12-Nov-18,111980,112020,111950,111990,,,,,,,,,,,,
12-Nov-18,111980,111990,111910,111910,,,,,,,,,,,,
12-Nov-18,111910,111950,111880,111900,,,,,,,,,,,,
12-Nov-18,111900,111960,111870,111960,,,,,,,,,,,,
12-Nov-18,111950,111960,111900,111950,,,,,,,,,,,,
12-Nov-18,111950,111970,111890,111960,,,,,,,,,,,,
12-Nov-18,111960,111980,111960,111970,,,,,,,,,,,,
12-Nov-18,111970,111980,111960,111970,,,,,,,,,,,,
12-Nov-18,111980,112010,111950,111950,,,,,,,,,,,,
12-Nov-18,111940,111970,111890,111890,,,,,,,,,,,,
12-Nov-18,111890,111910,111860,111880,,,,,,,,,,,,
12-Nov-18,111880,111960,111860,111930,,,,,,,,,,,,
12-Nov-18,111910,111940,111910,111920,,,,,,,,,,,,
12-Nov-18,111930,111930,111880,111920,,,,,,,,,,,,
12-Nov-18,111910,111930,111900,111910,,,,,,,,,,,,
12-Nov-18,111910,111930,111890,111900,,,,,,,,,,,,
12-Nov-18,111900,111940,111890,111930,,,,,,,,,,,,
12-Nov-18,111920,111930,111890,111890,,,,,,,,,,,,
12-Nov-18,111890,111930,111870,111910,,,,,,,,,,,,
12-Nov-18,111910,111950,111890,111900,,,,,,,,,,,,
12-Nov-18,111900,111990,111890,111970,,,,,,,,,,,,
12-Nov-18,111970,111970,111920,111950,,,,,,,,,,,,
12-Nov-18,111940,111940,111820,111850,,,,,,,,,,,,
12-Nov-18,111850,111880,111820,111840,,,,,,,,,,,,
12-Nov-18,111850,111850,111810,111830,,,,,,,,,,,,
12-Nov-18,111820,111870,111810,111850,,,,,,,,,,,,
12-Nov-18,111850,111930,111840,111900,,,,,,,,,,,,
12-Nov-18,111890,111960,111890,111940,,,,,,,,,,,,
12-Nov-18,111950,111970,111930,111940,,,,,,,,,,,,
12-Nov-18,111930,111990,111920,111960,,,,,,,,,,,,
12-Nov-18,111970,112080,111960,112040,,,,,,,,,,,,
12-Nov-18,112030,112050,112010,112030,,,,,,,,,,,,
12-Nov-18,112040,112060,112030,112050,,,,,,,,,,,,
12-Nov-18,112060,112060,112010,112010,,,,,,,,,,,,
12-Nov-18,112020,112080,112010,112020,,,,,,,,,,,,
12-Nov-18,112020,112090,112010,112030,,,,,,,,,,,,
12-Nov-18,112030,112060,112030,112050,,,,,,,,,,,,
12-Nov-18,112040,112050,112010,112020,,,,,,,,,,,,
12-Nov-18,112030,112060,112020,112060,,,,,,,,,,,,
12-Nov-18,112070,112140,112070,112090,,,,,,,,,,,,
12-Nov-18,112090,112120,112080,112110,,,,,,,,,,,,
12-Nov-18,112110,112120,112080,112080,,,,,,,,,,,,
12-Nov-18,112080,112090,112020,112030,,,,,,,,,,,,
12-Nov-18,112040,112040,111970,111990,,,,,,,,,,,,
12-Nov-18,111990,112010,111940,111940,,,,,,,,,,,,
12-Nov-18,111950,111990,111870,111880,,,,,,,,,,,,
12-Nov-18,111880,111930,111870,111910,,,,,,,,,,,,
12-Nov-18,111900,111910,111760,111800,,,,,,,,,,,,
12-Nov-18,111800,111830,111730,111810,,,,,,,,,,,,
12-Nov-18,111800,111870,111800,111840,,,,,,,,,,,,
12-Nov-18,111850,111880,111790,111800,,,,,,,,,,,,
12-Nov-18,111810,111840,111800,111830,,,,,,,,,,,,
12-Nov-18,111820,111870,111800,111870,,,,,,,,,,,,
12-Nov-18,111860,111870,111850,111850,,,,,,,,,,,,
12-Nov-18,111850,111850,111770,111810,,,,,,,,,,,,
12-Nov-18,111830,111830,111750,111790,,,,,,,,,,,,
12-Nov-18,111800,111860,111780,111820,,,,,,,,,,,,
12-Nov-18,111830,111900,111830,111870,,,,,,,,,,,,
12-Nov-18,111880,111890,111850,111870,,,,,,,,,,,,
12-Nov-18,111880,111880,111820,111830,,,,,,,,,,,,
12-Nov-18,111830,111870,111820,111850,,,,,,,,,,,,
12-Nov-18,111860,111880,111790,111810,,,,,,,,,,,,
12-Nov-18,111810,111850,111790,111810,,,,,,,,,,,,
12-Nov-18,111800,111800,111730,111740,,,,,,,,,,,,
12-Nov-18,111730,111800,111720,111770,,,,,,,,,,,,
12-Nov-18,111770,111840,111760,111830,,,,,,,,,,,,
12-Nov-18,111840,111860,111820,111850,,,,,,,,,,,,
12-Nov-18,111840,111840,111790,111820,,,,,,,,,,,,
12-Nov-18,111820,111820,111750,111760,,,,,,,,,,,,
12-Nov-18,111760,111810,111750,111810,,,,,,,,,,,,
12-Nov-18,111800,111850,111790,111840,,,,,,,,,,,,
12-Nov-18,111850,111870,111810,111810,,,,,,,,,,,,
12-Nov-18,111810,111830,111790,111830,,,,,,,,,,,,
12-Nov-18,111830,111860,111790,111860,,,,,,,,,,,,
12-Nov-18,111870,111880,111830,111850,,,,,,,,,,,,
12-Nov-18,111840,111850,111800,111820,,,,,,,,,,,,
12-Nov-18,111820,111850,111790,111850,,,,,,,,,,,,
12-Nov-18,111850,111860,111800,111820,,,,,,,,,,,,
12-Nov-18,111820,111860,111810,111850,,,,,,,,,,,,
12-Nov-18,111850,111880,111810,111810,,,,,,,,,,,,
12-Nov-18,111810,111860,111810,111850,,,,,,,,,,,,
12-Nov-18,111860,111940,111850,111930,,,,,,,,,,,,
12-Nov-18,111930,111990,111930,111950,,,,,,,,,,,,
12-Nov-18,111940,111950,111870,111870,,,,,,,,,,,,
12-Nov-18,111870,111900,111850,111900,,,,,,,,,,,,
12-Nov-18,111900,111940,111890,111900,,,,,,,,,,,,
12-Nov-18,111920,111920,111850,111870,,,,,,,,,,,,
12-Nov-18,111870,111890,111810,111840,,,,,,,,,,,,
12-Nov-18,111840,111860,111810,111830,,,,,,,,,,,,
12-Nov-18,111830,111860,111810,111860,,,,,,,,,,,,
12-Nov-18,111870,111870,111800,111830,,,,,,,,,,,,
12-Nov-18,111830,111870,111830,111850,,,,,,,,,,,,
12-Nov-18,111840,111840,111780,111790,,,,,,,,,,,,
12-Nov-18,111790,111810,111770,111770,,,,,,,,,,,,
12-Nov-18,111770,111780,111760,111780,,,,,,,,,,,,
12-Nov-18,111770,111800,111760,111790,,,,,,,,,,,,
12-Nov-18,111790,111810,111780,111800,,,,,,,,,,,,
12-Nov-18,111800,111830,111750,111750,,,,,,,,,,,,
12-Nov-18,111750,111800,111750,111800,,,,,,,,,,,,
12-Nov-18,111800,111810,111750,111790,,,,,,,,,,,,
12-Nov-18,111780,111780,111740,111760,,,,,,,,,,,,
12-Nov-18,111770,111800,111740,111790,,,,,,,,,,,,
12-Nov-18,111790,111850,111780,111840,,,,,,,,,,,,
12-Nov-18,111840,111870,111820,111820,,,,,,,,,,,,
12-Nov-18,111810,111830,111790,111830,,,,,,,,,,,,
12-Nov-18,111810,111850,111800,111820,,,,,,,,,,,,
12-Nov-18,111810,111830,111750,111780,,,,,,,,,,,,
12-Nov-18,111790,111820,111720,111720,,,,,,,,,,,,
12-Nov-18,111730,111740,111670,111730,,,,,,,,,,,,
12-Nov-18,111730,111780,111720,111750,,,,,,,,,,,,
12-Nov-18,111750,111830,111740,111830,,,,,,,,,,,,
12-Nov-18,111810,111830,111750,111750,,,,,,,,,,,,
12-Nov-18,111740,111750,111610,111630,,,,,,,,,,,,
