<DATE>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,,,,,,,,,,,,
10-Dec-18,113350,113430,113340,113410,,,,,,,,,,,,
10-Dec-18,113410,113480,113400,113460,,,,,,,,,,,,
10-Dec-18,113450,113450,113400,113400,,,,,,,,,,,,
10-Dec-18,113410,113410,113370,113380,,,,,,,,,,,,
10-Dec-18,113380,113410,113330,113340,,,,,,,,,,,,
10-Dec-18,113330,113340,113120,113150,,,,,,,,,,,,
10-Dec-18,113140,113270,113140,113250,,,,,,,,,,,,
10-Dec-18,113250,113270,113200,113270,,,,,,,,,,,,
10-Dec-18,113270,113460,113250,113430,,,,,,,,,,,,
10-Dec-18,113430,113540,113410,113520,,,,,,,,,,,,
10-Dec-18,113510,113530,113440,113490,,,,,,,,,,,,
10-Dec-18,113500,113640,113500,113620,,,,,,,,,,,,
10-Dec-18,113610,113850,113590,113800,,,,,,,,,,,,
10-Dec-18,113810,113810,113720,113750,,,,,,,,,,,,
10-Dec-18,113730,113820,113730,113800,,,,,,,,,,,,
10-Dec-18,113790,113800,113700,113740,,,,,,,,,,,,
10-Dec-18,113740,113790,113720,113760,,,,,,,,,,,,
10-Dec-18,113760,113790,113730,113750,,,,,,,,,,,,
10-Dec-18,113750,113840,113750,113770,,,,,,,,,,,,
10-Dec-18,113770,113770,113700,113750,,,,,,,,,,,,
10-Dec-18,113740,113770,113640,113680,,,,,,,,,,,,
10-Dec-18,113680,113720,113620,113710,,,,,,,,,,,,
10-Dec-18,113690,113690,113630,113650,,,,,,,,,,,,
10-Dec-18,113650,113680,113580,113620,,,,,,,,,,,,
10-Dec-18,113590,113590,113530,113550,,,,,,,,,,,,
10-Dec-18,113550,113690,113530,113620,,,,,,,,,,,,
10-Dec-18,113610,113640,113550,113570,,,,,,,,,,,,
10-Dec-18,113560,113580,113520,113530,,,,,,,,,,,,
10-Dec-18,113550,113580,113490,113550,,,,,,,,,,,,
10-Dec-18,113550,113560,113390,113460,,,,,,,,,,,,
10-Dec-18,113460,113570,113450,113530,,,,,,,,,,,,
10-Dec-18,113530,113560,113500,113520,,,,,,,,,,,,
10-Dec-18,113530,113560,113510,113520,,,,,,,,,,,,
10-Dec-18,113520,113530,113460,113520,,,,,,,,,,,,
10-Dec-18,113510,113540,113400,113450,,,,,,,,,,,,
10-Dec-18,113440,113490,113330,113360,,,,,,,,,,,,
10-Dec-18,113360,113390,113280,113390,,,,,,,,,,,,
10-Dec-18,113380,113420,113330,113330,,,,,,,,,,,,
10-Dec-18,113330,113330,113260,113310,,,,,,,,,,,,
10-Dec-18,113310,113370,113270,113280,,,,,,,,,,,,
10-Dec-18,113250,113250,112630,112860,,,,,,,,,,,,
10-Dec-18,112860,112870,112400,112690,,,,,,,,,,,,
10-Dec-18,112680,112680,112570,112640,,,,,,,,,,,,
10-Dec-18,112630,112660,112540,112550,,,,,,,,,,,,
10-Dec-18,112540,112630,112480,112540,,,,,,,,,,,,
10-Dec-18,112550,112740,112480,112700,,,,,,,,,,,,
10-Dec-18,112700,112750,112680,112720,,,,,,,,,,,,
10-Dec-18,112730,112730,112650,112670,,,,,,,,,,,,
10-Dec-18,112660,112730,112630,112680,,,,,,,,,,,,
10-Dec-18,112690,112690,112600,112620,,,,,,,,,,,,
10-Dec-18,112610,112610,112500,112580,,,,,,,,,,,,
10-Dec-18,112570,112660,112560,112640,,,,,,,,,,,,
10-Dec-18,112630,112640,112570,112610,,,,,,,,,,,,
10-Dec-18,112600,112620,112480,112520,,,,,,,,,,,,
10-Dec-18,112520,112610,112450,112610,,,,,,,,,,,,
10-Dec-18,112600,112610,112470,112590,,,,,,,,,,,,
10-Dec-18,112580,112610,112560,112580,,,,,,,,,,,,
10-Dec-18,112590,112590,112480,112500,,,,,,,,,,,,
10-Dec-18,112490,112520,112400,112480,,,,,,,,,,,,
10-Dec-18,112470,112540,112450,112520,,,,,,,,,,,,
10-Dec-18,112510,112600,112450,112590,,,,,,,,,,,,
10-Dec-18,112590,112600,112520,112570,,,,,,,,,,,,
10-Dec-18,112570,112600,112490,112550,,,,,,,,,,,,
10-Dec-18,112520,112540,112460,112460,,,,,,,,,,,,
10-Dec-18,112470,112510,112370,112430,,,,,,,,,,,,
10-Dec-18,112430,112520,112370,112500,,,,,,,,,,,,
10-Dec-18,112490,112530,112470,112530,,,,,,,,,,,,
10-Dec-18,112530,112540,112460,112530,,,,,,,,,,,,
10-Dec-18,112530,112560,112510,112540,,,,,,,,,,,,
10-Dec-18,112540,112570,112490,112560,,,,,,,,,,,,
10-Dec-18,112550,112590,112520,112580,,,,,,,,,,,,
10-Dec-18,112580,112600,112550,112600,,,,,,,,,,,,
10-Dec-18,112600,112620,112550,112570,,,,,,,,,,,,
10-Dec-18,112590,112590,112550,112550,,,,,,,,,,,,
10-Dec-18,112550,112550,112410,112440,,,,,,,,,,,,
10-Dec-18,112440,112570,112440,112570,,,,,,,,,,,,
10-Dec-18,112570,112600,112540,112580,,,,,,,,,,,,
10-Dec-18,112580,112720,112570,112660,,,,,,,,,,,,
10-Dec-18,112660,112680,112630,112640,,,,,,,,,,,,
10-Dec-18,112650,112720,112640,112660,,,,,,,,,,,,
10-Dec-18,112650,112690,112640,112650,,,,,,,,,,,,
10-Dec-18,112650,112670,112640,112640,,,,,,,,,,,,
10-Dec-18,112640,112670,112630,112650,,,,,,,,,,,,
10-Dec-18,112640,112670,112600,112630,,,,,,,,,,,,
10-Dec-18,112630,112670,112610,112640,,,,,,,,,,,,
10-Dec-18,112640,112740,112610,112730,,,,,,,,,,,,
10-Dec-18,112730,112740,112620,112650,,,,,,,,,,,,
10-Dec-18,112640,112670,112640,112650,,,,,,,,,,,,
10-Dec-18,112670,112680,112620,112630,,,,,,,,,,,,
10-Dec-18,112620,112690,112610,112690,,,,,,,,,,,,
10-Dec-18,112690,112690,112650,112660,,,,,,,,,,,,
10-Dec-18,112680,112740,112680,112710,,,,,,,,,,,,
10-Dec-18,112710,112750,112690,112730,,,,,,,,,,,,
10-Dec-18,112740,112770,112710,112720,,,,,,,,,,,,
10-Dec-18,112720,112770,112710,112750,,,,,,,,,,,,
10-Dec-18,112740,112770,112710,112730,,,,,,,,,,,,
10-Dec-18,112730,112750,112680,112710,,,,,,,,,,,,
10-Dec-18,112700,112700,112600,112600,,,,,,,,,,,,
10-Dec-18,112610,112610,112500,112560,,,,,,,,,,,,
10-Dec-18,112550,112590,112550,112580,,,,,,,,,,,,
10-Dec-18,112580,112630,112570,112630,,,,,,,,,,,,
10-Dec-18,112630,112650,112600,112640,,,,,,,,,,,,
10-Dec-18,112640,112640,112580,112580,,,,,,,,,,,,
10-Dec-18,112580,112600,112560,112580,,,,,,,,,,,,
10-Dec-18,112560,112580,112540,112560,,,,,,,,,,,,
10-Dec-18,112560,112560,112520,112560,,,,,,,,,,,,
10-Dec-18,112560,112620,112520,112600,,,,,,,,,,,,
10-Dec-18,112600,112620,112570,112620,,,,,,,,,,,,
10-Dec-18,112620,112660,112600,112600,,,,,,,,,,,,
10-Dec-18,112600,112640,112580,112640,,,,,,,,,,,,
10-Dec-18,112620,112620,112570,112600,,,,,,,,,,,,
10-Dec-18,112610,112630,112590,112620,,,,,,,,,,,,
10-Dec-18,112620,112650,112620,112630,,,,,,,,,,,,
10-Dec-18,112650,112690,112650,112650,,,,,,,,,,,,
10-Dec-18,112650,112650,112570,112580,,,,,,,,,,,,
10-Dec-18,112610,112630,112570,112580,,,,,,,,,,,,
10-Dec-18,112570,112620,112550,112600,,,,,,,,,,,,
10-Dec-18,112600,112600,112520,112530,,,,,,,,,,,,
10-Dec-18,112530,112540,112510,112510,,,,,,,,,,,,
10-Dec-18,112530,112530,112430,112460,,,,,,,,,,,,
10-Dec-18,112460,112490,112410,112470,,,,,,,,,,,,
10-Dec-18,112470,112520,112460,112510,,,,,,,,,,,,
10-Dec-18,112500,112520,112460,112460,,,,,,,,,,,,
10-Dec-18,112470,112500,112460,112490,,,,,,,,,,,,
10-Dec-18,112460,112520,112440,112500,,,,,,,,,,,,
10-Dec-18,112510,112540,112500,112520,,,,,,,,,,,,
10-Dec-18,112520,112590,112520,112520,,,,,,,,,,,,
10-Dec-18,112530,112560,112510,112520,,,,,,,,,,,,
10-Dec-18,112540,112580,112510,112520,,,,,,,,,,,,
10-Dec-18,112520,112540,112470,112490,,,,,,,,,,,,
10-Dec-18,112490,112570,112490,112560,,,,,,,,,,,,
10-Dec-18,112570,112600,112560,112570,,,,,,,,,,,,
10-Dec-18,112570,112580,112530,112530,,,,,,,,,,,,
10-Dec-18,112530,112550,112500,112530,,,,,,,,,,,,
10-Dec-18,112540,112590,112530,112580,,,,,,,,,,,,
10-Dec-18,112580,112660,112570,112660,,,,,,,,,,,,
10-Dec-18,112660,112670,112630,112670,,,,,,,,,,,,
10-Dec-18,112670,112700,112640,112690,,,,,,,,,,,,
10-Dec-18,112680,112730,112680,112720,,,,,,,,,,,,
10-Dec-18,112720,112730,112700,112720,,,,,,,,,,,,
10-Dec-18,112720,112770,112720,112770,,,,,,,,,,,,
10-Dec-18,112770,112910,112770,112820,,,,,,,,,,,,
10-Dec-18,112830,112880,112800,112850,,,,,,,,,,,,
10-Dec-18,112850,112860,112800,112800,,,,,,,,,,,,
10-Dec-18,112800,112820,112790,112800,,,,,,,,,,,,
10-Dec-18,112810,112840,112780,112780,,,,,,,,,,,,
10-Dec-18,112780,112820,112750,112780,,,,,,,,,,,,
10-Dec-18,112790,112800,112750,112780,,,,,,,,,,,,
10-Dec-18,112780,112890,112780,112860,,,,,,,,,,,,
10-Dec-18,112860,112940,112820,112910,,,,,,,,,,,,
10-Dec-18,112910,112920,112840,112910,,,,,,,,,,,,
10-Dec-18,112910,112920,112840,112850,,,,,,,,,,,,
10-Dec-18,112850,112870,112810,112830,,,,,,,,,,,,
10-Dec-18,112830,112870,112830,112870,,,,,,,,,,,,
10-Dec-18,112860,112890,112840,112860,,,,,,,,,,,,
10-Dec-18,112860,112860,112810,112810,,,,,,,,,,,,
10-Dec-18,112810,112850,112790,112810,,,,,,,,,,,,
10-Dec-18,112800,112870,112800,112860,,,,,,,,,,,,
10-Dec-18,112850,112900,112820,112840,,,,,,,,,,,,
10-Dec-18,112850,112860,112820,112830,,,,,,,,,,,,
10-Dec-18,112830,112860,112820,112840,,,,,,,,,,,,
10-Dec-18,112850,112870,112830,112850,,,,,,,,,,,,
10-Dec-18,112860,112870,112820,112820,,,,,,,,,,,,
10-Dec-18,112830,112840,112820,112820,,,,,,,,,,,,
10-Dec-18,112810,112840,112810,112820,,,,,,,,,,,,
10-Dec-18,112830,112830,112780,112790,,,,,,,,,,,,
10-Dec-18,112780,112810,112770,112790,,,,,,,,,,,,
10-Dec-18,112800,112830,112770,112800,,,,,,,,,,,,
10-Dec-18,112810,112820,112770,112780,,,,,,,,,,,,
10-Dec-18,112780,112800,112770,112780,,,,,,,,,,,,
10-Dec-18,112790,112810,112750,112790,,,,,,,,,,,,
10-Dec-18,112780,112900,112760,112890,,,,,,,,,,,,
10-Dec-18,112890,112900,112860,112870,,,,,,,,,,,,
10-Dec-18,112860,112900,112860,112900,,,,,,,,,,,,
10-Dec-18,112900,112930,112870,112900,,,,,,,,,,,,
10-Dec-18,112890,112920,112870,112910,,,,,,,,,,,,
10-Dec-18,112910,112920,112880,112900,,,,,,,,,,,,
10-Dec-18,112890,112930,112870,112880,,,,,,,,,,,,
10-Dec-18,112870,112880,112820,112850,,,,,,,,,,,,
10-Dec-18,112860,112900,112840,112850,,,,,,,,,,,,
10-Dec-18,112860,112870,112840,112840,,,,,,,,,,,,
10-Dec-18,112840,112850,112820,112830,,,,,,,,,,,,
10-Dec-18,112840,112850,112820,112830,,,,,,,,,,,,
10-Dec-18,112820,112820,112750,112760,,,,,,,,,,,,
10-Dec-18,112760,112800,112750,112760,,,,,,,,,,,,
10-Dec-18,112750,112770,112730,112750,,,,,,,,,,,,
10-Dec-18,112740,112780,112730,112770,,,,,,,,,,,,
10-Dec-18,112760,112780,112750,112750,,,,,,,,,,,,
10-Dec-18,112750,112760,112740,112750,,,,,,,,,,,,
10-Dec-18,112750,112750,112710,112750,,,,,,,,,,,,
10-Dec-18,112730,112770,112710,112770,,,,,,,,,,,,
10-Dec-18,112770,112800,112760,112800,,,,,,,,,,,,
10-Dec-18,112800,112840,112800,112840,,,,,,,,,,,,
10-Dec-18,112840,112860,112810,112820,,,,,,,,,,,,
10-Dec-18,112830,112840,112810,112820,,,,,,,,,,,,
10-Dec-18,112830,112930,112830,112870,,,,,,,,,,,,
10-Dec-18,112860,112930,112850,112920,,,,,,,,,,,,
10-Dec-18,112900,112920,112860,112860,,,,,,,,,,,,
10-Dec-18,112850,112880,112840,112860,,,,,,,,,,,,
10-Dec-18,112870,112900,112820,112820,,,,,,,,,,,,
10-Dec-18,112830,112850,112820,112840,,,,,,,,,,,,
10-Dec-18,112850,112860,112810,112810,,,,,,,,,,,,
10-Dec-18,112810,112830,112800,112830,,,,,,,,,,,,
10-Dec-18,112820,112820,112780,112780,,,,,,,,,,,,
10-Dec-18,112800,112800,112750,112750,,,,,,,,,,,,
10-Dec-18,112760,112790,112750,112760,,,,,,,,,,,,
10-Dec-18,112760,112810,112760,112810,,,,,,,,,,,,
10-Dec-18,112800,112840,112800,112830,,,,,,,,,,,,
10-Dec-18,112830,112850,112820,112850,,,,,,,,,,,,
10-Dec-18,112840,112860,112810,112810,,,,,,,,,,,,
10-Dec-18,112820,112850,112810,112840,,,,,,,,,,,,
10-Dec-18,112830,112900,112830,112890,,,,,,,,,,,,
10-Dec-18,112880,112940,112880,112910,,,,,,,,,,,,
10-Dec-18,112910,112930,112890,112890,,,,,,,,,,,,
10-Dec-18,112900,112910,112890,112910,,,,,,,,,,,,
10-Dec-18,112900,112920,112880,112920,,,,,,,,,,,,
10-Dec-18,112920,112920,112830,112850,,,,,,,,,,,,
10-Dec-18,112850,112880,112840,112840,,,,,,,,,,,,
10-Dec-18,112850,112850,112820,112820,,,,,,,,,,,,
10-Dec-18,112840,112840,112810,112820,,,,,,,,,,,,
10-Dec-18,112840,112880,112830,112840,,,,,,,,,,,,
10-Dec-18,112830,112840,112750,112770,,,,,,,,,,,,
10-Dec-18,112760,112790,112750,112780,,,,,,,,,,,,
10-Dec-18,112790,112790,112710,112730,,,,,,,,,,,,
10-Dec-18,112720,112720,112630,112650,,,,,,,,,,,,
10-Dec-18,112640,112660,112580,112610,,,,,,,,,,,,
10-Dec-18,112610,112680,112600,112680,,,,,,,,,,,,
10-Dec-18,112690,112740,112650,112690,,,,,,,,,,,,
10-Dec-18,112690,112710,112660,112690,,,,,,,,,,,,
10-Dec-18,112700,112740,112700,112700,,,,,,,,,,,,
10-Dec-18,112710,112730,112650,112650,,,,,,,,,,,,
10-Dec-18,112650,112680,112620,112660,,,,,,,,,,,,
10-Dec-18,112660,112680,112650,112660,,,,,,,,,,,,
10-Dec-18,112650,112680,112620,112650,,,,,,,,,,,,
10-Dec-18,112640,112640,112580,112600,,,,,,,,,,,,
10-Dec-18,112610,112700,112600,112690,,,,,,,,,,,,
10-Dec-18,112670,112670,112580,112600,,,,,,,,,,,,
10-Dec-18,112600,112640,112550,112630,,,,,,,,,,,,
10-Dec-18,112640,112660,112580,112590,,,,,,,,,,,,
10-Dec-18,112610,112660,112610,112650,,,,,,,,,,,,
10-Dec-18,112660,112690,112610,112610,,,,,,,,,,,,
10-Dec-18,112630,112630,112500,112510,,,,,,,,,,,,
10-Dec-18,112510,112610,112510,112590,,,,,,,,,,,,
10-Dec-18,112600,112610,112510,112530,,,,,,,,,,,,
10-Dec-18,112540,112550,112500,112500,,,,,,,,,,,,
10-Dec-18,112500,112600,112470,112600,,,,,,,,,,,,
10-Dec-18,112600,112620,112580,112580,,,,,,,,,,,,
10-Dec-18,112580,112620,112560,112560,,,,,,,,,,,,
10-Dec-18,112550,112570,112500,112560,,,,,,,,,,,,
10-Dec-18,112560,112560,112510,112550,,,,,,,,,,,,
10-Dec-18,112560,112640,112550,112630,,,,,,,,,,,,
10-Dec-18,112620,112630,112540,112570,,,,,,,,,,,,
10-Dec-18,112580,112670,112550,112660,,,,,,,,,,,,
10-Dec-18,112660,112680,112580,112590,,,,,,,,,,,,
10-Dec-18,112600,112650,112580,112640,,,,,,,,,,,,
10-Dec-18,112640,112660,112620,112650,,,,,,,,,,,,
10-Dec-18,112650,112660,112620,112640,,,,,,,,,,,,
10-Dec-18,112640,112650,112630,112630,,,,,,,,,,,,
10-Dec-18,112640,112700,112620,112700,,,,,,,,,,,,
10-Dec-18,112690,112690,112620,112640,,,,,,,,,,,,
10-Dec-18,112650,112690,112620,112690,,,,,,,,,,,,
10-Dec-18,112700,112740,112690,112720,,,,,,,,,,,,
10-Dec-18,112720,112760,112720,112730,,,,,,,,,,,,
10-Dec-18,112750,112770,112710,112740,,,,,,,,,,,,
10-Dec-18,112710,112720,112690,112710,,,,,,,,,,,,
10-Dec-18,112710,112720,112680,112680,,,,,,,,,,,,
10-Dec-18,112700,112700,112680,112700,,,,,,,,,,,,
10-Dec-18,112700,112700,112660,112690,,,,,,,,,,,,
10-Dec-18,112700,112700,112630,112630,,,,,,,,,,,,
10-Dec-18,112640,112660,112610,112650,,,,,,,,,,,,
10-Dec-18,112640,112640,112610,112630,,,,,,,,,,,,
10-Dec-18,112630,112720,112620,112700,,,,,,,,,,,,
10-Dec-18,112700,112700,112670,112670,,,,,,,,,,,,
10-Dec-18,112690,112690,112630,112630,,,,,,,,,,,,
10-Dec-18,112640,112660,112630,112640,,,,,,,,,,,,
10-Dec-18,112630,112720,112630,112710,,,,,,,,,,,,
10-Dec-18,112700,112710,112620,112660,,,,,,,,,,,,
10-Dec-18,112630,112660,112580,112640,,,,,,,,,,,,
10-Dec-18,112650,112660,112580,112620,,,,,,,,,,,,
10-Dec-18,112620,112640,112590,112640,,,,,,,,,,,,
10-Dec-18,112650,112660,112630,112650,,,,,,,,,,,,
10-Dec-18,112640,112680,112620,112650,,,,,,,,,,,,
10-Dec-18,112650,112660,112640,112640,,,,,,,,,,,,
10-Dec-18,112650,112680,112650,112650,,,,,,,,,,,,
10-Dec-18,112650,112680,112600,112600,,,,,,,,,,,,
10-Dec-18,112600,112630,112600,112610,,,,,,,,,,,,
10-Dec-18,112600,112610,112580,112600,,,,,,,,,,,,
10-Dec-18,112590,112610,112580,112600,,,,,,,,,,,,
10-Dec-18,112580,112620,112550,112620,,,,,,,,,,,,
10-Dec-18,112610,112610,112550,112570,,,,,,,,,,,,
10-Dec-18,112570,112590,112570,112570,,,,,,,,,,,,
10-Dec-18,112570,112580,112550,112570,,,,,,,,,,,,
10-Dec-18,112560,112580,112540,112550,,,,,,,,,,,,
10-Dec-18,112560,112570,112540,112560,,,,,,,,,,,,
10-Dec-18,112550,112590,112510,112570,,,,,,,,,,,,
10-Dec-18,112580,112590,112510,112550,,,,,,,,,,,,
10-Dec-18,112550,112560,112530,112550,,,,,,,,,,,,
10-Dec-18,112560,112570,112530,112540,,,,,,,,,,,,
10-Dec-18,112550,112560,112480,112500,,,,,,,,,,,,
10-Dec-18,112520,112540,112500,112530,,,,,,,,,,,,
10-Dec-18,112550,112570,112540,112560,,,,,,,,,,,,
10-Dec-18,112570,112580,112550,112570,,,,,,,,,,,,
10-Dec-18,112570,112580,112540,112540,,,,,,,,,,,,
10-Dec-18,112540,112550,112480,112500,,,,,,,,,,,,
10-Dec-18,112510,112550,112510,112530,,,,,,,,,,,,
10-Dec-18,112550,112560,112540,112550,,,,,,,,,,,,
10-Dec-18,112550,112580,112540,112580,,,,,,,,,,,,
10-Dec-18,112570,112580,112530,112540,,,,,,,,,,,,
10-Dec-18,112540,112560,112530,112540,,,,,,,,,,,,
10-Dec-18,112540,112570,112540,112570,,,,,,,,,,,,
10-Dec-18,112580,112620,112570,112620,,,,,,,,,,,,
10-Dec-18,112620,112650,112590,112650,,,,,,,,,,,,
10-Dec-18,112640,112740,112630,112730,,,,,,,,,,,,
10-Dec-18,112720,112760,112710,112760,,,,,,,,,,,,
10-Dec-18,112750,112790,112740,112760,,,,,,,,,,,,
10-Dec-18,112770,112820,112750,112810,,,,,,,,,,,,
10-Dec-18,112800,112840,112780,112820,,,,,,,,,,,,
10-Dec-18,112830,112880,112810,112850,,,,,,,,,,,,
10-Dec-18,112870,112910,112840,112860,,,,,,,,,,,,
10-Dec-18,112880,112930,112870,112910,,,,,,,,,,,,
10-Dec-18,112910,112930,112900,112920,,,,,,,,,,,,
10-Dec-18,112920,112930,112910,112930,,,,,,,,,,,,
10-Dec-18,112910,113060,112910,113030,,,,,,,,,,,,
10-Dec-18,113010,113010,112980,112980,,,,,,,,,,,,
10-Dec-18,112990,113020,112980,112990,,,,,,,,,,,,
10-Dec-18,113000,113030,112990,113000,,,,,,,,,,,,
10-Dec-18,113000,113070,113000,113030,,,,,,,,,,,,
10-Dec-18,113030,113050,113000,113050,,,,,,,,,,,,
10-Dec-18,113050,113090,113000,113000,,,,,,,,,,,,
10-Dec-18,113000,113060,112910,113040,,,,,,,,,,,,
